,Company_Name,Rating,No_Of_Reviews,Company_Type,Location
5439,ReGen Powertech,3.7,(198),Power,Chennai +21 other locations
5440,American Oncology Institute,4.1,(198),Healthcare,Hyderabad / Secunderabad +23 other locations
5441,Daffodil Software,3.2,(198),IT Services & Consulting,Gurgaon / Gurugram +6 other locations
5442,Embio,3.9,(198),Pharma,Mahad +10 other locations
5443,Sanmar Group,3.7,(198),Chemicals,Chennai +18 other locations
5444,ReGen Powertech,3.7,(198),Power,Chennai +21 other locations
5445,Ushodaya Enterprises,4.0,(198),FMCG,Hyderabad / Secunderabad +28 other locations
5446,TRIGO Group,2.7,(198),Auto Components,Chennai +26 other locations
5447,Network Techlab,3.7,(198),Hardware & Networking,Mumbai +10 other locations
5448,Prozo,3.3,(198),Internet,Gurgaon / Gurugram +27 other locations
5449,Ecolab,3.5,(198),Waste Management,Pune +14 other locations
5450,TechStar Group,4.3,(198),IT Services & Consulting,Hyderabad / Secunderabad +9 other locations
5451,Exeltis,4.0,(198),Pharma,Mumbai +37 other locations
5452,Keertana Finserv,3.4,(198),NBFC,Hyderabad / Secunderabad +56 other locations
5453,Aress Software and Education Technologies,2.6,(198),IT Services & Consulting,Nashik +4 other locations
5454,Kama Ayurveda,3.9,(198),Beauty & Personal Care,New Delhi +30 other locations
5455,Tata Lockheed Martin Aerostructures,4.0,(198),Defence & Aerospace,Hyderabad / Secunderabad +7 other locations
5456,Pacific Development Corporation Limited (Pacific Group),3.4,(198),Real Estate,New Delhi +19 other locations
5457,Motion Education,3.4,(198),Education & Training,Kota +42 other locations
5458,iLink Digital,2.9,(198),IT Services & Consulting,Chennai +8 other locations
5459,Vivifi India Finance,3.5,(198),Hyderabad / Secunderabad +6 other locations,
5460,Wings Biotech,3.1,(198),Pharma,New Delhi +33 other locations
5461,CIMS Hospital,4.2,(197),Healthcare,Ahmedabad +18 other locations
5462,Mark's,4.0,(198),Telecom,Gurgaon / Gurugram +34 other locations
5463,Loconav,3.0,(197),Software Product,Gurgaon / Gurugram +10 other locations
5464,Masu Brakes,3.6,(197),Auto Components,Bahadurgarh +8 other locations
5465,Energy Efficiency Services,3.9,(197),Power,New Delhi +35 other locations
5466,Hyundai Engineering,3.9,(197),Engineering & Construction,Chennai +24 other locations
5467,Colorbar Cosmetics,4.0,(197),Beauty & Personal Care,New Delhi +34 other locations
5468,Doubletree By Hilton,4.0,(197),Hospitality,Gurgaon / Gurugram +21 other locations
5469,Manohar Filaments,3.7,(197),Fashion & Textile,New Delhi +16 other locations
5470,Rama University,3.4,(197),Kanpur +12 other locations,
5471,Modicare,4.1,(197),Beauty & Personal Care,New Delhi +45 other locations
5472,Marque Impex,4.0,(197),Import & Export,Moradabad +5 other locations
5473,ZunRoof Tech,3.9,(197),Power,Gurgaon / Gurugram +21 other locations
5474,Maahi Milk Producer Company,4.2,(197),Food Processing,Rajkot +29 other locations
5475,DGS Technical Services,3.1,(197),Design,Bangalore / Bengaluru +11 other locations
5476,Haldiram's Prabhuji,2.9,(197),Kolkata +41 other locations,
5477,PagarBook,3.6,(197),Software Product,Bangalore / Bengaluru +24 other locations
5478,Smart Energy Water,2.9,(197),IT Services & Consulting,Noida +4 other locations
5479,Dhampur Sugar Mills,3.9,(197),Agro Chemicals,New Delhi +15 other locations
5480,Skypro Technologies,3.5,(197),IT Services & Consulting,Bangalore / Bengaluru +33 other locations
5481,Dhampur Sugar Mills,3.9,(197),Agro Chemicals,New Delhi +15 other locations
5482,Lakshmi Life Sciences,4.0,(197),Industrial Automation,Coimbatore +5 other locations
5483,Abante Integrated Management Services,4.3,(197),Management Consulting,Gurgaon / Gurugram +4 other locations
5484,Ventra Health,3.1,(197),BPO,Chennai +6 other locations
5485,SEW Eurodrive india,4.1,(197),Auto Components,Chennai +23 other locations
5486,Artech,3.1,(197),Architecture & Interior Design,Bangalore / Bengaluru +13 other locations
5487,MBL Infrastructure Limited,3.9,(199),Engineering & Construction,New Delhi +22 other locations
5488,Igarashi Motors,3.8,(197),Auto Components,Chennai +8 other locations
5489,Logicon Facility Management,3.3,(197),Facility Management Services,Pune +14 other locations
5490,OnMobile Global,3.4,(197),Telecom,Bangalore / Bengaluru +14 other locations
5491,The Cosmos Co-operative Bank,3.5,(197),Banking,Pune +25 other locations
5492,Horiba India,3.5,(197),New Delhi +19 other locations,
5493,Accord Synergy,3.2,(197),Hardware & Networking,Vadodara +27 other locations
5494,Abellon Clean Energy,2.9,(197),Other,Ahmedabad +21 other locations
5495,Cloud Analogy,4.0,(208),IT Services & Consulting,Noida +11 other locations
5496,GKC Projects,4.3,(196),Engineering & Construction,Hyderabad / Secunderabad +26 other locations
5497,S.S. Kothari Mehta & Co,3.4,(196),Accounting & Auditing,New Delhi +7 other locations
5498,Volksoft Technologies,4.3,(196),Software Product,Hyderabad / Secunderabad +2 other locations
5499,Sapphire Software Solutions (India),4.4,(196),IT Services & Consulting,Ahmedabad +5 other locations
5500,Enmas O & M Services,4.2,(196),Oil & Gas,Chennai +31 other locations
5501,TomTom,4.2,(196),IT Services & Consulting,Pune +2 other locations
5502,Anu Industries,3.5,(196),Packaging,Gurgaon / Gurugram +14 other locations
5503,Sakura Autoparts,3.7,(196),Auto Components,Chennai +8 other locations
5504,Gulf Spic General Trading & Contracting Company,3.5,(196),Engineering & Construction,Chennai +13 other locations
5505,Service Master Clean,3.9,(196),Facility Management Services,New Delhi +47 other locations
5506,Zen3 Info Solutions,3.9,(196),IT Services & Consulting,Hyderabad / Secunderabad +3 other locations
5507,Puthur Infotech,3.6,(196),IT Services & Consulting,Bangalore / Bengaluru +48 other locations
5508,Adhaan Solutions,3.8,(196),Recruitment,Ahmedabad +62 other locations
5509,Food Corporation of India,4.1,(196),Government,New Delhi +68 other locations
5510,Deep Industries,3.6,(196),Oil & Gas,Ahmedabad +25 other locations
5511,Rajan Technocast,4.8,(196),Industrial Machinery,Rajkot +18 other locations
5512,Primary Health Centre,4.2,(196),Healthcare,Bangalore / Bengaluru +85 other locations
5513,Godavari Krishna Co-operative Society,4.8,(196),Financial Services,Vijayawada +17 other locations
5514,Odisha Power Generation Corporation,3.9,(196),Oil & Gas,Jharsuguda +11 other locations
5515,Amelia,3.5,(194),Bangalore / Bengaluru +5 other locations,
5516,Adcock Ingram,3.8,(196),Pharma,Bangalore / Bengaluru +12 other locations
5517,Easy Home Finance,3.9,(196),FinTech,Mumbai +44 other locations
5518,IDBI Capital,3.6,(196),Financial Services,Mumbai +40 other locations
5519,Josh Talks,4.2,(196),Broadcasting,Gurgaon / Gurugram +16 other locations
5520,Elin Electronics,3.8,(196),Ghaziabad +10 other locations,
5521,Biophore India Pharmaceuticals,3.2,(196),Hyderabad / Secunderabad +4 other locations,
5522,Dollar Industries,3.5,(196),Fashion & Textile,Kolkata +34 other locations
5523,eligarf Technologies,4.1,(196),Emerging Technologies,Pune +2 other locations
5524,Transaction Solutions International (India) Pvt Ltd,3.8,(196),Financial Services,Pune +20 other locations
5525,Symphoni HR,4.0,(196),Recruitment,Mumbai +1 other locations
5526,Nineleaps Technology Solutions,4.0,(196),IT Services & Consulting,Bangalore / Bengaluru +3 other locations
5527,Crossword Bookstores,3.6,(196),Retail,Pune +33 other locations
5528,Pratibha Industries,4.5,(195),Engineering & Construction,New Delhi +21 other locations
5529,Springbord Systems,4.1,(195),IT Services & Consulting,Chennai +11 other locations
5530,Kalyan Toll Infrastructure,4.2,(195),Engineering & Construction,Indore +36 other locations
5531,InfoService,4.1,(195),IT Services & Consulting,Bangalore / Bengaluru +26 other locations
5532,Astec LifeSciences,3.7,(195),Agro Chemicals,Mahad +10 other locations
5533,EarlySalary Services,3.6,(195),FinTech,Pune +15 other locations
5534,IIHT,3.8,(195),Bangalore / Bengaluru +29 other locations,
5535,Nuance Transcription Services,4.1,(195),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
5536,SCIO Management Solutions,4.3,(195),BPO,Chennai +5 other locations
5537,ARaymond,4.1,(195),Auto Components,Pune +5 other locations
5538,NMIMS,3.9,(195),Education & Training,Mumbai +22 other locations
5539,Rishabh Instruments Limited,3.7,(195),Electronics Manufacturing,Nashik +16 other locations
5540,DelaPlex Software,4.0,(195),IT Services & Consulting,Nagpur +6 other locations
5541,OneBanc Technologies,4.8,(197),FinTech,Gurgaon / Gurugram +2 other locations
5542,Ganesh Grains,3.3,(195),FMCG,Kolkata +22 other locations
5543,TransPerfect,3.1,(195),Hardware & Networking,Pune +7 other locations
5544,Dayal Fertilizers,3.7,(195),Agro Chemicals,Meerut +49 other locations
5545,Altum Credo Home Finance,3.7,(195),NBFC,Pune +60 other locations
5546,EarlySalary Services,3.6,(195),FinTech,Pune +15 other locations
5547,Astec LifeSciences,3.7,(195),Agro Chemicals,Mahad +10 other locations
5548,Pilot Industries,3.5,(195),Metals & Mining,New Delhi +20 other locations
5549,Merkle Sokrati,3.7,(194),Marketing & Advertising,Pune +3 other locations
5550,Orient Paper Mill,3.7,(195),Pulp & Paper,Shahdol +18 other locations
5551,JSW Severfield Structures,3.8,(195),Engineering & Construction,Ballari +10 other locations
5552,Taikisha Engineering India,3.8,(195),Industrial Machinery,Pune +13 other locations
5553,Kohler Power,4.0,(195),Power,Pune +13 other locations
5554,Embassy Services,3.8,(197),Facility Management Services,Bangalore / Bengaluru +16 other locations
5555,Drools,3.2,(195),Bangalore / Bengaluru +50 other locations,
5556,Matter Motor Works,3.5,(195),Automobile,Ahmedabad +5 other locations
5557,Svatantra Micro Housing Finance Corporation Limited,3.8,(195),Financial Services,Mumbai +53 other locations
5558,Al-Futtaim Group,4.0,(194),Retail,Dubai +18 other locations
5559,Bharat Oman Refineries,3.9,(194),Oil & Gas,Bina +14 other locations
5560,Go Speedy Go,4.5,(194),Automobile,Bhubaneswar +12 other locations
5561,dsm-firmenich,4.1,(194),Biotechnology,Mumbai +17 other locations
5562,Timex Group India,4.0,(194),Metals & Mining,Noida +30 other locations
5563,RLabs Enterprise Services,3.0,(194),Recruitment,Bangalore / Bengaluru +12 other locations
5564,Cerium Systems,2.9,(194),IT Services & Consulting,Bangalore / Bengaluru +8 other locations
5565,China State Construction Engineering Corporation,3.9,(194),Engineering & Construction,New Delhi +28 other locations
5566,RJ Corp,4.3,(194),Retail,Gurgaon / Gurugram +39 other locations
5567,DE Shaw,3.7,(194),Financial Services,Hyderabad / Secunderabad +6 other locations
5568,Hidesign,3.3,(194),Retail,Pondicherry / Puducherry +30 other locations
5569,Blowhorn,3.3,(194),Logistics,Bangalore / Bengaluru +16 other locations
5570,Besant Technologies,3.7,(195),Education & Training,Chennai +11 other locations
5571,VIS Networks,3.9,(194),Telecom,Bangalore / Bengaluru +19 other locations
5572,Lizmontagens India,4.1,(203),Mumbai +20 other locations,
5573,Hospet Steels,3.6,(194),Iron & Steel,Hosapete +8 other locations
5574,Arvind Techno Engineers,4.0,(194),Engineering & Construction,New Delhi +32 other locations
5575,Sterling and Wilson Renewable Energy,4.2,(194),Power,New Delhi +31 other locations
5576,Cross Country Infotech,4.2,(194),IT Services & Consulting,Pune +1 other locations
5577,Modern Business Solutions,3.7,(194),Recruitment,Bangalore / Bengaluru +78 other locations
5578,Ohmium,3.1,(194),Power,Bangalore / Bengaluru +7 other locations
5579,Thejo Engineering,4.0,(194),Engineering & Construction,Chennai +34 other locations
5580,IILM,4.1,(194),Education & Training,Greater Noida +8 other locations
5581,NSL Textiles,4.0,(194),Fashion & Textile,Guntur +13 other locations
5582,DST Worldwide Services,4.2,(194),Hyderabad / Secunderabad +6 other locations,
5583,Mashreq Bank,3.2,(194),Banking,Bangalore / Bengaluru +11 other locations
5584,Boston Institute of Analytics,4.3,(194),Education & Training,Mumbai +13 other locations
5585,AccSource KPO,3.2,(194),Accounting & Auditing,Chennai +3 other locations
5586,Schreiber Dynamix Dairies,4.0,(194),Electronics Manufacturing,Pune +15 other locations
5587,Frontizo Business Services,3.5,(194),BPO,Chandigarh +12 other locations
5588,MyCaptain,3.5,(194),Internet,Bangalore / Bengaluru +9 other locations
5589,Six Sigma Soft Solutions,3.5,(194),IT Services & Consulting,Chennai +23 other locations
5590,Saudi Electricity Company,4.2,(194),Power,Riyadh +20 other locations
5591,MAKEEN Energy,3.8,(194),Hyderabad / Secunderabad +29 other locations,
5592,Apache Footwear,3.6,(193),Fashion & Textile,Nellore +10 other locations
5593,Ludhiana Beverages,4.0,(193),Beverage,Ludhiana +11 other locations
5594,Cadsys,3.5,(193),IT Services & Consulting,Hyderabad / Secunderabad +5 other locations
5595,Kirloskar Technologies,4.1,(193),Medical Equipment,Jaipur +35 other locations
5596,Aditi Consulting,3.5,(193),IT Services & Consulting,Bangalore / Bengaluru +7 other locations
5597,Cholayil Private Limited,4.1,(193),FMCG,Chennai +32 other locations
5598,Entertainment Network India,3.4,(193),Media & Entertainment,Mumbai +42 other locations
5599,Maharaja Agrasen Hospital,3.7,(193),Healthcare,New Delhi +13 other locations
5600,Extentia Information Technology,3.4,(193),IT Services & Consulting,Pune +3 other locations
5601,Sula Vineyards,4.1,(193),Food Processing,Nashik +16 other locations
5602,JNET Technologies,3.8,(193),IT Services & Consulting,Hyderabad / Secunderabad +25 other locations
5603,TP Northern Odisha Distribution,3.7,(193),Balasore +22 other locations,
5604,Amentum,4.0,(193),Defence & Aerospace,Bangalore / Bengaluru +22 other locations
5605,KC Overseas Education,3.7,(193),EdTech,Nagpur +27 other locations
5606,Exel Rubber,4.0,(193),Hyderabad / Secunderabad +9 other locations,
5607,NullClass,3.6,(193),Bangalore / Bengaluru +25 other locations,
5608,SOS Children's Village,3.4,(192),Non-Profit,New Delhi +32 other locations
5609,Empower Pragati,3.7,(192),Education & Training,New Delhi +54 other locations
5610,Godrej Appliances,3.7,(192),Consumer Electronics & Appliances,Pune +46 other locations
5611,DevTown,3.7,(192),Education & Training,Bangalore / Bengaluru +12 other locations
5612,Abu Dhabi National Hotels,3.9,(192),Hospitality,Abu Dhabi +9 other locations
5613,Windsor Machines,4.1,(192),Industrial Machinery,Ahmedabad +18 other locations
5614,Knoldus Inc,3.8,(192),IT Services & Consulting,Noida +3 other locations
5615,Jesons Industries,3.6,(192),Chemicals,Mumbai +12 other locations
5616,Sun Direct TV,3.8,(192),Telecom,Chennai +51 other locations
5617,Rudrabhishek Enterprises,3.3,(192),Urban Transport,Noida +32 other locations
5618,Margadarsi Chit Fund,3.9,(192),Financial Services,Hyderabad / Secunderabad +32 other locations
5619,Samkwang India Electronic,3.2,(192),Electronics Manufacturing,Greater Noida +9 other locations
5620,Sigmoid,3.5,(192),Analytics & KPO,Bangalore / Bengaluru +6 other locations
5621,Nutanix,3.6,(192),Software Product,Bangalore / Bengaluru +6 other locations
5622,Beckman Coulter,3.4,(192),Medical Equipment,Bangalore / Bengaluru +18 other locations
5623,Colruyt Group,3.7,(192),IT Services & Consulting,Hyderabad / Secunderabad +4 other locations
5624,Laxmi India Finleasecap,3.9,(196),Jaipur +59 other locations,
5625,SKETS Studio,3.2,(192),Design,New Delhi +9 other locations
5626,Marolix Technology Solutions,2.8,(192),IT Services & Consulting,Hyderabad / Secunderabad +3 other locations
5627,Beyond Key,4.3,(192),IT Services & Consulting,Indore +5 other locations
5628,Sel Manufacturing Co.,3.7,(192),Fashion & Textile,Ludhiana +14 other locations
5629,Tata Asset Management Private Limited,3.8,(192),Financial Services,Mumbai +52 other locations
5630,DTC Projects,3.9,(193),Real Estate,Kolkata +7 other locations
5631,India Pesticides,3.9,(192),Agro Chemicals,Lucknow +21 other locations
5632,IG Petrochemicals,3.4,(192),Chemicals,Mumbai +11 other locations
5633,SCON Projects,4.5,(192),Engineering & Construction,Pune +19 other locations
5634,Indel Money,3.9,(192),NBFC,Kochi +71 other locations
5635,Globus Spirits,3.9,(192),Beverage,New Delhi +27 other locations
5636,Autoline Industries,3.5,(192),Auto Components,Pune +20 other locations
5637,Army Medical Corps,4.8,(192),Healthcare,New Delhi +31 other locations
5638,Japfa Comfeed India Private Limited,3.7,(192),Agriculture,Pune +23 other locations
5639,SACHA Engineering,3.4,(192),IT Services & Consulting,Chennai +9 other locations
5640,Globus Spirits,3.9,(192),Beverage,New Delhi +27 other locations
5641,Beyond Key,4.3,(192),IT Services & Consulting,Indore +5 other locations
5642,SACHA Engineering,3.4,(192),IT Services & Consulting,Chennai +9 other locations
5643,Venus Home Appliances,4.0,(192),Consumer Electronics & Appliances,Chennai +32 other locations
5644,Anion Healthcare Services,3.9,(192),Healthcare,Hyderabad / Secunderabad +4 other locations
5645,Vivimed Labs,3.4,(191),Chemicals,Hyderabad / Secunderabad +12 other locations
5646,Radheya Machining,3.6,(191),Industrial Machinery,Pune +17 other locations
5647,Paytm Money,3.2,(191),FinTech,Bangalore / Bengaluru +23 other locations
5648,Medecins Sans Frontieres,4.3,(191),Non-Profit,Mumbai +37 other locations
